server_count,avg_cpu_util,storage_tb,downtime_tolerance,compliance_level,growth_rate,budget_sensitivity,strategy
133,41,72.36904579310368,12.151357262987272,3,12,2,Hybrid
59,27,31.16114157937444,22.79735136627228,2,39,2,Cloud-Native
416,52,44.58206922664408,10.619481192258547,3,38,1,Hybrid
158,51,60.71791557059149,16.83936894476421,2,20,1,Hybrid
498,60,96.90379695292286,7.349031562131251,3,40,2,Cloud-Native
500,83,78.41546259075407,8.158326579908278,2,25,2,Hybrid
63,82,20.78020482235011,23.93572575466546,1,35,1,Hybrid
492,69,94.35451662636055,5.426737314490163,2,4,2,Hybrid
349,73,14.778733146937697,7.616567099001238,2,9,3,Hybrid
221,58,8.322548422646557,23.78146443926875,2,37,2,Cloud-Native
278,74,92.42607964663821,20.93639252524941,2,34,1,Hybrid
409,56,70.46179441850371,19.588978928456385,3,40,1,Hybrid
60,41,66.1025628134958,8.842707257039505,3,39,1,Hybrid
293,61,96.71430222329195,8.292522498923123,2,6,1,Hybrid
55,43,22.978106875396872,18.05104614937117,3,37,3,Cloud-Native
299,38,45.13207659898577,9.691652963921317,3,37,3,Cloud-Native
261,29,35.15177137235231,1.077222346105579,1,18,2,Lift-and-Shift
476,20,12.490864457938493,22.605889716435534,1,22,2,Lift-and-Shift
180,68,78.642729755341,12.746198500311083,2,30,1,Hybrid
229,67,32.572037947552346,7.5562059547755975,3,7,1,Hybrid
439,53,65.14902181049365,16.412774322935775,1,15,3,Hybrid
94,80,16.85343541032057,13.656450383511784,2,14,2,Hybrid
327,33,19.452305603082536,15.946735912227329,2,1,3,Lift-and-Shift
319,35,45.50792612603391,10.594491765928572,1,13,1,Lift-and-Shift
147,18,58.15744261498341,19.288305386837678,3,11,2,Hybrid
171,35,46.29749179841236,6.665304793130481,2,33,3,Cloud-Native
165,86,39.47528683036217,9.72478413428821,1,22,2,Hybrid
437,68,62.11890525430607,19.622848975131944,3,19,3,Hybrid
307,20,67.53889808998129,7.859865004343901,1,19,1,Lift-and-Shift
98,57,69.65021762992811,12.504384432948282,2,38,1,Hybrid
299,59,42.88083942524802,11.936750068771008,3,11,3,Hybrid
90,72,29.594642630885218,4.896816629116462,2,39,1,Hybrid
448,55,95.23235309830874,11.88830960697357,1,24,3,Cloud-Native
263,73,41.5043004884196,12.0555581805655,3,28,2,Cloud-Native
90,20,56.974382125252546,19.20320090565704,1,18,1,Hybrid
145,38,54.22325320227712,4.452910969759483,2,36,3,Cloud-Native
400,73,55.42289226926708,3.160458389362544,1,17,3,Cloud-Native
426,56,54.66229453264535,18.284476697279864,3,28,3,Cloud-Native
116,64,11.139227448872331,20.006661838749682,1,19,1,Hybrid
235,43,35.50912070540907,19.693121750236305,2,7,1,Hybrid
112,85,69.22422512406447,20.734644362350686,3,40,2,Cloud-Native
89,88,14.784261626750833,5.355561920389174,1,3,3,Hybrid
184,78,28.8274168602296,13.161060832119494,2,18,2,Hybrid
298,44,95.28733719843378,12.588752226225845,3,6,1,Hybrid
497,62,91.95810247115271,23.823426302649846,3,8,3,Hybrid
448,26,25.718046951875838,17.217778947720472,1,25,2,Lift-and-Shift
77,83,63.60779626371709,15.253601288305891,2,28,1,Hybrid
329,21,40.882226556880276,18.120355997519965,3,23,2,Lift-and-Shift
491,72,33.401638735932096,0.5581175008366415,3,5,3,Hybrid
239,55,85.1605177392791,19.198431276224365,2,13,2,Hybrid
427,37,49.976779807993374,8.087331015363894,2,21,3,Lift-and-Shift
300,26,57.04806898079689,11.905440744199868,2,3,1,Lift-and-Shift
55,90,78.60508642221626,11.300171422828821,1,10,2,Hybrid
238,10,99.19198564324635,10.553283570367675,3,8,3,Lift-and-Shift
159,30,87.56791355714074,21.099983375068433,1,23,2,Hybrid
47,57,66.78637232986262,15.749413414968844,1,25,3,Cloud-Native
161,39,43.49386313477932,2.6431808995969885,1,0,1,Hybrid
249,19,14.137279411958675,5.815485244296042,3,28,1,Lift-and-Shift
9,53,81.89379366441655,23.72164037241039,2,8,2,Hybrid
41,39,38.9239226419015,17.67293947145332,1,6,2,Hybrid
193,48,14.575800179611017,18.67632136578967,1,9,1,Hybrid
276,82,1.8389994533479472,15.775475009208462,2,22,3,Hybrid
114,90,75.07861480106442,22.117511929386723,3,28,1,Hybrid
49,22,14.861301016003774,3.394194728545746,3,24,2,Hybrid
498,64,32.135863150034766,3.786009437016992,2,5,1,Hybrid
288,86,60.400778855359434,14.778437824514796,3,1,3,Hybrid
453,48,21.339126097091754,14.762781437291057,1,25,2,Hybrid
335,16,78.59635835806536,19.153783745577783,1,31,2,Cloud-Native
62,40,50.458671585993095,14.457349551236494,3,0,2,Hybrid
483,50,14.066305192537502,20.729129092513563,3,26,2,Cloud-Native
284,32,76.50986785166299,22.92964512261083,1,1,3,Lift-and-Shift
39,11,26.95634243904464,1.4359312555239594,1,25,3,Cloud-Native
151,90,71.5502785340238,18.52708501564452,2,25,1,Hybrid
332,78,54.22788045546903,4.08799042940506,1,19,1,Hybrid
266,36,97.45702505110165,4.151362583824762,2,25,3,Lift-and-Shift
329,18,31.706779846317403,10.780922011688514,1,3,1,Lift-and-Shift
49,65,12.482671572892457,14.88897466888697,1,19,3,Cloud-Native
384,32,12.824857683880857,17.13566426727531,3,0,1,Lift-and-Shift
259,54,52.77753091011242,18.900196886278028,3,16,1,Hybrid
195,26,75.2278620252853,21.02631132540081,3,7,1,Hybrid
176,64,27.92607890711402,2.0009917443939793,3,36,3,Cloud-Native
44,73,46.06457999026332,8.962911544761202,2,36,1,Hybrid
193,30,26.256492022868734,2.9182655030139357,3,7,1,Hybrid
384,75,1.254282097218569,20.679191714367416,1,15,1,Hybrid
246,56,38.91496796237251,4.026989703667027,1,35,3,Cloud-Native
384,63,23.227016067939985,6.334184808895214,3,20,2,Hybrid
427,19,57.58206029912835,3.305921847358063,3,3,1,Lift-and-Shift
119,76,98.15997253020801,22.92086607532005,1,29,2,Cloud-Native
401,49,33.40279125088577,13.497647790115588,1,23,1,Hybrid
154,82,78.66621451144681,17.880035688235324,1,29,2,Cloud-Native
307,73,99.78092451012665,18.733319964948496,3,34,1,Hybrid
82,10,93.307355721247,1.061891015436103,3,22,3,Hybrid
434,11,95.14803595220089,0.5343579525860771,3,24,3,Hybrid
377,49,11.290952915804406,12.950640492910294,1,26,2,Cloud-Native
497,17,97.28336436077183,3.845776902316757,2,5,1,Lift-and-Shift
476,39,89.83145972121446,12.714341634562869,3,23,2,Lift-and-Shift
387,20,58.496292110250316,12.377552450728231,3,25,1,Lift-and-Shift
308,82,7.166003488475857,16.0674323116178,1,15,2,Hybrid
138,50,92.67815322638202,9.734387766324367,3,20,2,Hybrid
236,44,24.127511437192968,22.67353512170722,1,37,1,Hybrid
84,23,17.27312308927705,11.452295142261551,2,7,3,Hybrid
188,36,45.73979061486172,11.388644983825728,1,5,1,Hybrid
418,48,82.81228210602532,16.876632606071297,1,13,2,Hybrid
80,21,71.40458243022604,23.25740009814467,2,32,1,Hybrid
351,48,26.756512479401167,23.78090057958582,1,25,2,Hybrid
289,80,25.735410193933557,11.358016348591615,1,7,1,Hybrid
36,38,13.940808516853817,19.85632525692636,2,40,3,Cloud-Native
48,84,59.025756468051995,22.05957166552213,1,1,1,Lift-and-Shift
106,66,81.12056786380978,2.6614980084399296,2,7,1,Hybrid
487,69,6.0131323906103535,22.217095550047446,2,25,2,Hybrid
20,58,68.6380787584166,4.560969478023545,1,11,2,Hybrid
148,67,88.45895609046899,1.314261927690389,3,39,1,Hybrid
336,47,50.390269389653405,21.24529649273443,2,3,1,Hybrid
148,59,14.586365696074415,5.187258456664786,3,15,3,Hybrid
415,79,79.68977818588515,23.750984970396047,3,22,2,Hybrid
283,72,35.05937785919773,13.792801203625212,2,24,2,Hybrid
97,13,32.56887916560858,5.646974419717721,2,3,2,Hybrid
276,55,76.91737467657701,23.990735050066633,1,6,1,Hybrid
341,40,27.38617310550262,19.682701297805266,3,3,1,Hybrid
299,59,36.12565882195083,20.221722929188868,1,11,1,Hybrid
308,50,80.81481231057944,16.89422424459013,3,1,3,Hybrid
363,55,94.8083147719315,13.744752439405051,3,12,2,Hybrid
282,49,18.380119998404425,1.392147918202343,1,14,3,Hybrid
117,12,53.11840290070258,0.5160621650200239,3,12,1,Hybrid
179,32,91.95929794341339,20.340676031284794,2,3,1,Hybrid
80,85,70.76493783150009,3.828837612253522,1,33,2,Cloud-Native
496,19,37.985487228253945,22.635195516498978,2,37,1,Lift-and-Shift
177,48,32.937717232918104,23.43272577748702,3,27,3,Cloud-Native
496,72,65.26884629883659,4.593762767454971,3,39,2,Cloud-Native
119,85,81.63096940785505,9.392026541459156,3,18,1,Hybrid
95,10,94.93002231790749,22.794406756472718,2,36,1,Hybrid
98,87,32.50347427414941,19.50696275559809,3,14,3,Hybrid
294,23,93.73209156187117,3.8051191514913567,3,4,1,Lift-and-Shift
182,50,17.62085425840683,21.305025954785727,1,40,3,Cloud-Native
458,52,45.21636347568159,6.73249235322759,1,4,2,Hybrid
136,23,72.32094521169986,1.631465256732119,2,26,1,Hybrid
457,62,49.815117353910914,9.399745507195087,3,24,1,Hybrid
429,71,79.08426945314572,14.084304036928597,3,14,1,Hybrid
236,19,80.1202620098776,1.2852004835780888,1,20,2,Lift-and-Shift
492,23,8.345839774899272,4.497472274052981,2,10,3,Lift-and-Shift
43,80,94.24158020998755,23.483975788116155,2,38,3,Cloud-Native
462,71,70.74596001258736,10.636098352427728,3,10,3,Hybrid
460,65,16.55327395574762,2.8795585578733873,1,12,2,Hybrid
361,80,72.48177235299188,17.65438913325181,2,18,2,Hybrid
126,22,5.913908860812477,13.936590484656927,2,9,1,Hybrid
189,10,43.33298978712563,7.421912050706048,3,40,3,Cloud-Native
250,35,10.601702850668381,5.363395098705265,3,18,1,Lift-and-Shift
247,24,31.526986611655207,9.840482689940888,2,16,1,Lift-and-Shift
333,79,39.36518458502918,9.218982333757564,2,23,1,Hybrid
233,15,27.06630070160554,11.428861969634287,1,17,3,Cloud-Native
36,29,75.47127906941343,16.185508789662357,1,22,3,Cloud-Native
216,85,23.52376310383222,1.9331180323565986,2,33,2,Cloud-Native
499,78,69.0197253064998,22.504493736910618,3,15,2,Hybrid
158,20,40.08563215564894,20.56758580942589,1,32,3,Cloud-Native
466,76,80.24458333534788,16.42206981103671,3,9,1,Hybrid
491,67,18.11501830784295,23.632647770854625,1,12,1,Hybrid
26,64,8.75848369180942,16.553448529777985,1,40,1,Lift-and-Shift
432,86,26.530749638789878,21.903905414692463,1,5,2,Hybrid
289,60,55.653364965964506,20.6306682451868,3,29,1,Hybrid
407,89,59.170032685500665,18.869613031748347,1,26,1,Hybrid
80,82,59.20547919485741,18.321868614655315,1,6,3,Hybrid
404,22,78.78881740065808,20.88566879248162,2,26,2,Cloud-Native
201,72,57.63030074005762,11.616595475975,1,17,2,Hybrid
78,89,61.256871144477074,16.801039449426664,1,25,2,Hybrid
358,40,5.8798065768870105,11.667627492097184,2,23,1,Hybrid
177,48,31.78398048694669,20.30689436236807,3,6,1,Hybrid
73,48,97.44772303572773,10.91309941328858,2,17,3,Hybrid
218,87,64.90992633133678,4.916488735976368,1,26,3,Cloud-Native
253,76,86.85170808447235,19.793908721363817,3,10,1,Hybrid
164,74,40.93512896023193,18.84213609624982,3,36,1,Hybrid
93,34,87.64287505641626,5.217079238362252,1,15,1,Hybrid
238,16,91.8850758647705,17.05889771267086,2,23,2,Lift-and-Shift
263,60,63.90557109850855,3.4110121839314496,1,15,2,Hybrid
255,86,45.164239828145384,23.07222888958676,2,37,3,Cloud-Native
184,54,17.187847837267235,21.52056012733659,3,5,2,Hybrid
19,59,5.915453241227804,20.564801174760344,1,14,3,Hybrid
120,36,27.639274347626753,10.12341911764524,1,0,2,Hybrid
471,26,65.08978386332738,14.626835836621543,1,14,2,Lift-and-Shift
316,49,71.56130832236572,17.170152616533617,2,27,2,Cloud-Native
441,54,46.440803870170356,5.627912770713889,2,33,3,Cloud-Native
208,84,11.128898193891416,12.520572360505092,3,23,3,Hybrid
336,86,61.295960359163665,7.51418426695249,1,30,1,Hybrid
177,45,64.41887981585091,20.74505260591802,2,19,1,Hybrid
81,76,76.7819644420587,21.64264555151913,3,25,3,Hybrid
168,27,72.40703656166845,15.901913405867377,2,16,2,Hybrid
212,59,73.93647747856811,14.2010570067139,3,12,2,Hybrid
376,38,68.94549298233446,15.50036936212391,2,22,3,Lift-and-Shift
158,31,84.2232307650436,21.097627432039594,1,18,1,Hybrid
246,26,74.35097026531794,17.54188597199381,3,11,3,Lift-and-Shift
465,52,65.78902979076416,5.7229575205531695,1,19,2,Hybrid
408,52,37.796560546721246,14.260911337362238,2,7,2,Hybrid
32,84,58.45099773619918,15.085385338765157,2,12,3,Hybrid
66,58,53.454011958369755,10.208020469326199,1,8,1,Hybrid
180,62,98.73196833857115,21.48186039779776,2,9,2,Hybrid
446,33,78.11517656594764,11.958149875080526,3,11,2,Lift-and-Shift
329,17,1.466636640975391,6.927904761735241,1,36,1,Lift-and-Shift
255,21,13.811189799260301,10.69221823578296,2,25,2,Lift-and-Shift
499,71,38.94832558529261,1.3865449841610427,1,23,1,Hybrid
461,51,75.9279260597351,12.979293960918133,1,0,3,Hybrid
380,41,23.40030541761926,21.10915067860648,2,8,1,Hybrid
201,74,59.27839812863912,4.4249744008052705,1,19,2,Hybrid
238,76,60.040621942934735,8.439126053386424,3,8,2,Hybrid
466,72,36.56583775029661,4.928011796435431,2,1,1,Hybrid
119,26,21.907832687151323,1.0149618935419733,3,10,1,Hybrid
192,14,38.14405083490811,15.547545503907243,3,39,1,Hybrid
309,16,66.53502166795157,15.858839032417686,1,3,3,Lift-and-Shift
64,63,44.98711460564377,3.4044839803959133,2,30,3,Cloud-Native
83,36,69.82401089286999,15.312316493829016,2,26,3,Cloud-Native
56,76,27.72773780418172,14.732406917714098,1,26,1,Hybrid
266,89,12.655722275286688,3.1792949880798265,1,31,1,Hybrid
316,35,78.01793274310526,20.040222281917433,1,22,3,Cloud-Native
214,47,16.876986264446113,13.381260947617408,1,30,2,Cloud-Native
125,10,2.2621907255923697,2.5915667288875643,1,36,3,Cloud-Native
257,29,94.9951555573805,18.818866230734255,1,6,2,Lift-and-Shift
334,39,46.21837223975306,23.466337393645354,2,29,1,Lift-and-Shift
56,32,87.53990446705376,20.527844114812677,2,20,2,Hybrid
383,24,10.404848562727448,18.3177941137691,1,0,1,Lift-and-Shift
344,31,33.53742178078898,21.521399008380552,3,17,3,Lift-and-Shift
52,57,81.68146466411314,4.797431377135604,2,25,2,Hybrid
144,59,69.30034068388109,11.738757757824873,2,10,1,Hybrid
72,17,98.17534788179569,20.342221414638995,1,26,3,Cloud-Native
252,82,68.16092048867134,4.7596231726266,2,22,3,Hybrid
19,26,48.824885980184376,11.970885259315597,2,28,1,Lift-and-Shift
37,43,65.84238331846562,0.79046500516945,3,33,3,Hybrid
300,82,23.17450701305016,22.960393609414563,2,33,3,Cloud-Native
357,89,10.428971706717777,16.05026167688013,1,30,2,Cloud-Native
344,59,15.716790773453322,19.92128877431966,3,3,1,Hybrid
334,30,51.05118961658859,11.528290011130064,2,10,1,Lift-and-Shift
389,72,32.742747737827074,8.276028799253766,2,3,3,Hybrid
119,80,64.68841416750193,9.977009346350487,1,5,2,Hybrid
232,83,45.36175998087201,20.629846768183405,2,20,1,Hybrid
259,12,11.16168882653509,10.189955870375412,3,35,1,Lift-and-Shift
427,21,79.3865452320585,23.134524334580114,3,19,3,Lift-and-Shift
292,36,65.8050023725328,11.220886195699464,2,23,1,Lift-and-Shift
423,38,84.58742652082098,8.301356700536196,3,38,2,Cloud-Native
371,56,71.87543652803237,3.17954892135985,3,14,1,Hybrid
179,55,83.15850467780572,23.164191561176988,2,35,3,Cloud-Native
196,23,5.532032875648394,4.357651141076685,1,26,1,Hybrid
135,88,20.396225248029797,3.337526473105564,2,13,2,Hybrid
427,34,71.96200353246496,3.032495061256062,2,2,3,Lift-and-Shift
433,85,13.198699842709091,21.456227340451314,2,37,3,Cloud-Native
73,73,1.4294251390253687,17.801027362357324,3,27,3,Cloud-Native
252,75,78.3270682111015,21.889264931263455,3,37,1,Hybrid
379,26,11.251842151233195,15.951762561595674,3,20,3,Lift-and-Shift
456,59,42.4478098375393,14.811351798652787,3,15,2,Hybrid
208,53,97.07867334129796,11.141874092912118,1,8,2,Hybrid
313,75,30.592400360587003,16.985116294573547,2,35,3,Cloud-Native
116,35,21.76155692929469,17.28803658730252,3,22,3,Hybrid
72,32,50.88545046528172,16.816331382592168,2,7,2,Hybrid
292,71,58.697820838489974,22.652830795781277,3,26,3,Cloud-Native
387,78,29.306870042310994,20.4115756483829,1,33,1,Hybrid
17,58,15.387344451646758,16.250973201023132,1,17,1,Lift-and-Shift
151,42,15.496410623928902,1.9577713625802,2,13,3,Hybrid
21,55,81.5885955378924,2.9082801489424503,3,35,1,Hybrid
385,81,39.49977954865956,12.506674136454004,3,18,3,Hybrid
345,16,92.72199630570918,9.607534243086771,3,20,3,Lift-and-Shift
32,11,74.62332665832915,5.2725497341394405,2,14,3,Hybrid
365,57,75.75566281564643,13.34545571247917,3,12,3,Hybrid
498,34,30.12359445864466,4.669508614474185,3,4,1,Lift-and-Shift
497,32,73.77286911659567,3.3048145649146896,1,27,2,Cloud-Native
289,43,13.876586481421857,14.223672355572383,2,0,2,Hybrid
243,29,4.954118342821555,22.322763603790143,3,3,3,Lift-and-Shift
320,48,49.56454317421398,13.957909278040855,2,4,3,Hybrid
167,77,22.776239527328187,4.820923792080936,1,32,1,Hybrid
217,79,54.16655930085696,2.6607205175680617,1,13,3,Hybrid
174,52,36.71898464161054,5.633464215936096,3,33,2,Cloud-Native
292,11,12.357473188824262,8.63117133433506,1,39,3,Cloud-Native
129,15,68.57258471608426,8.042019746916413,1,24,2,Hybrid
281,46,3.4458672420848577,12.646393830474935,2,32,3,Cloud-Native
233,72,5.341314430139673,21.609617809287553,1,20,3,Cloud-Native
47,22,17.572086112136,22.972490852124878,3,34,1,Lift-and-Shift
325,18,21.867366018616977,15.293590371900672,1,27,1,Lift-and-Shift
110,78,83.04611842760103,21.14797494516717,3,27,3,Cloud-Native
423,19,74.94219174175196,4.11323256461467,2,21,1,Lift-and-Shift
49,19,6.372539018252662,19.164047493933424,3,4,3,Hybrid
425,39,91.18767086868098,10.079370294651136,2,40,2,Cloud-Native
226,50,2.672205862109986,16.32252020970125,3,0,3,Hybrid
373,89,7.260521485210194,18.02984922946832,1,4,2,Hybrid
480,74,11.50741864512728,18.991959595070394,2,38,1,Hybrid
149,66,38.75994387355604,19.819875698737757,1,30,1,Hybrid
278,38,14.501764572625133,9.688325287581272,3,18,3,Lift-and-Shift
78,48,68.0516155050012,21.98296953503852,3,23,1,Hybrid
288,81,14.996012756230533,1.481668800996251,3,38,2,Hybrid
280,80,94.7509595336583,7.660242080213447,3,22,1,Hybrid
216,75,15.10305659424127,4.823828985456504,3,16,1,Hybrid
63,33,67.42681322370726,13.831377145110826,1,35,2,Cloud-Native
335,80,8.24131264369647,16.284603354208357,2,6,1,Hybrid
376,84,49.23185060324111,8.274996894544,1,15,1,Hybrid
150,89,7.911079586384746,5.047216374188434,2,28,2,Cloud-Native
320,49,69.65235480541604,4.081281608272135,3,23,2,Hybrid
495,64,17.69531157969204,7.8605473472559115,1,27,2,Cloud-Native
435,56,14.296277405905995,17.724860700158246,2,29,2,Cloud-Native
188,49,49.210166861232445,3.05756695293336,3,38,1,Hybrid
435,45,86.01265188170913,3.790039214830698,3,12,2,Hybrid
380,90,8.569775477164324,2.271898984644351,1,32,3,Cloud-Native
20,84,58.31117793998354,18.576205990209083,1,2,3,Hybrid
138,79,89.50460752005941,13.182412245083173,3,9,2,Hybrid
205,38,89.25231682838752,14.355617737254725,2,8,2,Lift-and-Shift
261,75,9.964848401261348,9.050840614743015,1,15,3,Hybrid
355,31,75.96340105607756,3.7987112774415346,1,11,3,Lift-and-Shift
490,82,66.2819173883447,23.241785656181555,3,30,2,Cloud-Native
25,38,76.38576540556976,5.946122828701416,2,23,1,Hybrid
26,36,52.2706377496189,19.09932074315404,2,30,2,Cloud-Native
456,15,4.950565159904867,15.740331594762736,1,33,3,Cloud-Native
429,45,83.65235435552195,6.687927630527605,3,36,1,Hybrid
197,58,37.16438102111372,15.85340884408597,1,33,2,Cloud-Native
197,38,52.12080643458946,8.793103182353553,2,31,2,Cloud-Native
459,87,1.6531709706921882,21.227804714931214,2,10,1,Hybrid
44,75,64.70422323644266,5.470651947190237,1,10,2,Hybrid
313,25,66.44985464814518,10.243421599734996,2,7,2,Lift-and-Shift
350,71,48.423095173088385,14.383586122015767,3,26,1,Hybrid
129,15,13.660626379960508,14.42017001872163,1,40,3,Cloud-Native
25,83,15.53964490842289,4.409022108235222,1,33,2,Cloud-Native
311,82,64.1246479663505,21.144961099396358,3,18,1,Hybrid
115,67,61.04606389466528,11.578216190499113,2,10,1,Hybrid
430,62,60.48303272670881,19.173477651120603,1,39,3,Cloud-Native
266,43,17.604448457766267,16.611392349397946,2,38,3,Cloud-Native
40,39,38.44292385995929,3.607010163749737,1,12,3,Hybrid
445,74,68.75241528868456,19.923083361347672,3,6,1,Hybrid
248,88,60.3815658901976,21.12718698695975,3,32,1,Hybrid
52,71,66.27986850516912,21.696641759437725,3,0,3,Hybrid
337,65,52.68237873649386,9.203870080846333,1,33,2,Cloud-Native
122,71,79.1660029299445,9.459057660677795,3,36,1,Hybrid
222,27,26.197284789658948,18.497683923423683,1,18,3,Cloud-Native
453,79,41.456023764034306,4.941993822369962,3,0,3,Hybrid
272,25,52.45642270678438,9.313202220066142,1,20,2,Lift-and-Shift
190,23,16.323079475619544,15.812034467281396,2,16,3,Hybrid
221,82,37.1987653492107,6.975672757679736,3,25,1,Hybrid
216,80,78.59505327939021,11.837992289661694,2,35,3,Cloud-Native
252,42,98.86231813847017,14.074802097621358,3,25,3,Hybrid
75,25,75.03360531290888,10.994979619257654,3,10,1,Hybrid
114,75,40.65552973614656,8.453289388269653,3,39,3,Cloud-Native
355,16,16.913062904188507,23.16740090730116,1,5,1,Lift-and-Shift
246,86,44.102366020723636,2.0058907246787987,1,23,1,Hybrid
316,14,72.72497662937845,22.37109729002811,2,39,3,Cloud-Native
271,46,71.44897733918914,14.540605249631263,1,40,2,Cloud-Native
229,11,20.969017037795446,15.936779233610809,3,18,1,Lift-and-Shift
22,86,51.544237189483255,16.91356871608099,3,10,3,Hybrid
23,56,24.686405903450346,0.50675088858365,1,5,2,Hybrid
404,61,35.95963867229627,9.785863250703345,3,12,3,Hybrid
12,18,91.99856468980327,13.415427358341244,3,35,3,Cloud-Native
183,54,96.3654788414834,6.997934444382372,3,12,2,Hybrid
481,61,57.91576545283566,6.636026383290568,2,32,1,Hybrid
291,19,50.81374745913543,8.489198518953199,1,32,2,Cloud-Native
453,78,81.50158761103106,14.010006151186861,3,28,2,Cloud-Native
293,71,77.22675208064952,18.300622198596802,2,29,3,Cloud-Native
446,13,48.71504604451776,6.558764473255909,2,40,1,Lift-and-Shift
351,39,80.21597799105449,10.192010346449713,2,33,3,Cloud-Native
9,43,25.577503326845676,2.6857216088091556,3,21,1,Hybrid
288,32,48.17898995483968,8.808141266080021,3,17,1,Lift-and-Shift
489,34,50.400934696004626,5.192163668716266,3,15,2,Lift-and-Shift
110,39,21.073889320039058,6.367842697753501,3,22,1,Hybrid
403,23,12.867970772822385,2.3444579570113464,3,31,3,Cloud-Native
8,79,95.8413159562949,20.42824900026518,2,39,2,Cloud-Native
257,83,87.00811472683078,12.033925762753848,3,17,2,Hybrid
118,83,13.696349064712738,12.854782929888689,2,30,3,Cloud-Native
21,74,35.381607204511575,20.719403066701872,1,29,1,Lift-and-Shift
362,76,46.54698841459657,16.69644790290175,1,13,2,Hybrid
302,22,33.21818379162721,14.900285264501628,2,11,3,Lift-and-Shift
139,40,27.671414722973033,23.02538020094838,2,23,1,Hybrid
260,64,21.84271572895498,16.96674673018307,2,23,2,Hybrid
148,67,18.80903364397259,3.581770412720012,3,14,1,Hybrid
374,44,80.60467051971489,13.550491114386473,2,12,1,Hybrid
414,29,47.82571542830145,0.728943840788832,2,31,1,Hybrid
462,90,52.18369051712956,17.433167743828818,2,19,2,Hybrid
292,82,5.723221104158373,2.82590778341714,1,3,1,Hybrid
421,42,48.17740301086157,15.301761990510629,2,21,2,Hybrid
189,56,56.47465344661219,22.398347530777553,2,22,1,Hybrid
215,25,35.75795849315442,16.470267509171656,3,12,3,Lift-and-Shift
299,78,18.27934473721638,18.83726380533207,2,20,3,Hybrid
266,72,77.69969234553047,11.002857751446683,1,24,3,Cloud-Native
151,69,63.53950685786342,3.9039359495345844,1,40,2,Cloud-Native
220,90,61.618703675211364,10.012158922472358,1,5,1,Hybrid
180,39,32.034724275551326,15.845807789615348,3,17,3,Hybrid
335,60,27.853562033783554,10.955112109727336,2,37,3,Cloud-Native
499,67,41.98491702649364,4.821325678929524,1,8,3,Hybrid
125,42,94.10329639646156,16.966377817980078,1,13,1,Hybrid
208,23,10.459818179275445,22.514651050040406,2,35,1,Lift-and-Shift
18,60,52.8742963428396,23.906322687539483,1,16,3,Cloud-Native
84,20,65.82843487879163,21.308575951765373,2,14,1,Hybrid
382,46,44.87288225458255,3.4706751189009237,3,10,1,Hybrid
22,55,86.17651292392586,8.14223094142725,2,29,3,Cloud-Native
483,44,55.30598217278457,3.675200337799213,3,34,1,Hybrid
307,86,46.197798628164115,18.099422636944812,3,27,3,Cloud-Native
332,78,31.656471483285664,8.658455053857077,3,14,1,Hybrid
231,49,37.21254887288941,6.605465532536522,2,0,1,Hybrid
272,27,35.04460680774943,11.526151948234615,1,31,2,Cloud-Native
158,11,76.82105114022713,19.252172241983423,3,14,1,Hybrid
285,57,19.66852695317455,21.230808609523084,2,25,1,Hybrid
88,59,83.0142587084878,5.683922016471895,1,27,3,Cloud-Native
127,76,76.68929111358484,21.883928480823194,3,17,2,Hybrid
337,78,81.07205626080467,10.203241098061312,1,11,1,Hybrid
153,24,64.05237824528632,15.01664122670911,2,39,2,Cloud-Native
101,51,2.9201443274526384,1.6663536972428177,3,1,1,Hybrid
57,46,27.65031815602541,17.307104641964962,3,0,1,Hybrid
51,29,2.4577598412660926,5.603920001797021,2,19,2,Hybrid
195,69,69.9965454738665,1.245822353369318,1,9,1,Hybrid
141,60,8.067084780156627,11.548449250069913,1,16,2,Hybrid
429,11,13.074194062391305,18.55142326500296,1,24,2,Lift-and-Shift
131,14,20.718807754089145,17.780085311222113,1,33,3,Cloud-Native
111,70,39.52317309724382,23.0885265680743,2,10,3,Hybrid
377,15,74.72773329023026,13.415128698511175,1,16,2,Lift-and-Shift
331,48,20.67363954843758,21.356710037023248,3,13,1,Hybrid
125,65,33.126835275379584,4.432968375594722,2,37,1,Hybrid
207,41,1.884055733044872,1.4868441719957421,3,30,3,Hybrid
310,29,37.76846766702013,2.602777714617349,1,31,1,Lift-and-Shift
356,89,34.50378757829986,23.286815102613478,3,3,1,Hybrid
187,29,70.43148586227728,19.0994567425825,1,31,1,Hybrid
167,81,79.06762075290048,18.28239179523264,2,12,1,Hybrid
357,58,36.45858222779271,3.666206083382378,1,31,3,Cloud-Native
229,81,30.176745047648797,16.880387712397887,1,36,1,Hybrid
283,54,33.04440669348715,11.507275946215723,3,35,1,Hybrid
40,77,16.34752232945737,7.4483075384522675,2,34,2,Cloud-Native
237,10,77.81587282690838,12.390006724056034,3,11,1,Lift-and-Shift
322,56,77.82564021199595,6.111484118076497,3,4,3,Hybrid
500,78,82.08592364461417,4.961932132509643,3,31,3,Cloud-Native
83,88,29.02977926982495,10.130406402507738,2,7,1,Hybrid
272,18,5.333949079246385,22.538289111477845,1,2,1,Lift-and-Shift
59,72,19.970047382836082,1.2477030226497798,3,24,3,Hybrid
